ID,Name,Type,Phase,Frozen,Duration,Start time,Relative time,Average rating,Round number,Division,Date
"1763","Codeforces Round 840 (Div. 2) and Enigma 2022 - Cybros LNMIIT","CF","FINISHED","false","7200","1671460500","71132926","1900","840","2","12/19/2022"
"1772","Codeforces Round 839 (Div. 3)","ICPC","FINISHED","false","8100","1671374100","71219326","1414.2857142857142","839","3","12/18/2022"
"1767","Educational Codeforces Round 140 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1671201300","71392126","1800","140","2","12/16/2022"
"1762","Codeforces Round 838 (Div. 2)","CF","FINISHED","false","9000","1671114900","71478526","1957.142857142857","838","2","12/15/2022"
"1766","Educational Codeforces Round 139 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1670855700","71737726","1633.3333333333333","139","2","12/12/2022"
"1771","Codeforces Round 837 (Div. 2)","CF","FINISHED","false","7200","1670772900","71820526","1833.3333333333333","837","2","12/11/2022"
"1758","Codeforces Round 836 (Div. 2)","CF","FINISHED","false","7200","1669390500","73202926","1733.3333333333333","836","2","11/25/2022"
"1760","Codeforces Round 835 (Div. 4)","ICPC","FINISHED","false","8700","1669041300","73552126","1100","835","4","11/21/2022"
"1759","Codeforces Round  834 (Div. 3)","ICPC","FINISHED","false","8100","1668782100","73811326","1328.5714285714287","","3","11/18/2022"
"1748","Codeforces Round 833 (Div. 2)","CF","FINISHED","false","7200","1668263700","74329726","1866.6666666666667","833","2","11/12/2022"
"1747","Codeforces Round 832 (Div. 2)","CF","FINISHED","false","7200","1667572500","75020926","1540","832","2","11/4/2022"
"1740","Codeforces Round 831 (Div. 1 + Div. 2)","CF","FINISHED","false","9900","1667034600","75558826","2088.8888888888887","831","1","10/29/2022"
"1732","Codeforces Round 830 (Div. 2)","CF","FINISHED","false","7200","1666519500","76073926","1785.7142857142858","830","2","10/23/2022"
"1753","Codeforces Round 829 (Div. 1)","CF","FINISHED","false","7200","1666511400","76082026","2228.5714285714284","829","1","10/23/2022"
"1749","Educational Codeforces Round 138 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1666276500","76316926","1700","138","2","10/20/2022"
"1743","Educational Codeforces Round 137 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1666017300","76576126","1728.5714285714287","137","2","10/17/2022"
"1744","Codeforces Round  828 (Div. 3)","ICPC","FINISHED","false","8100","1665930900","76662526","1314.2857142857142","","3","10/16/2022"
"1742","Codeforces Round 827 (Div. 4)","ICPC","FINISHED","false","8700","1665671700","76921726","1114.2857142857142","827","4","10/13/2022"
"1741","Codeforces Round 826 (Div. 3)","ICPC","FINISHED","false","8100","1665498900","77094526","1400","826","3","10/11/2022"
"1736","Codeforces Round 825 (Div. 2)","CF","FINISHED","false","7200","1665412500","77180926","1750","825","2","10/10/2022"
"1735","Codeforces Round 824 (Div. 2)","CF","FINISHED","false","8100","1664721300","77872126","1683.3333333333333","824","2","10/2/2022"
"1739","Educational Codeforces Round 136 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1664462100","78131326","1716.6666666666667","136","2","9/29/2022"
"1730","Codeforces Round 823 (Div. 2)","CF","FINISHED","false","7200","1664116500","78476926","1866.6666666666667","823","2","9/25/2022"
"1734","Codeforces Round 822 (Div. 2)","CF","FINISHED","false","7200","1663934700","78658726","1533.3333333333333","822","2","9/23/2022"
"1733","Codeforces Round 821 (Div. 2)","CF","FINISHED","false","7200","1663598100","78995326","1516.6666666666667","821","2","9/19/2022"
"1729","Codeforces Round 820 (Div. 3)","ICPC","FINISHED","false","8100","1662993300","79600126","1385.7142857142858","820","3","9/12/2022"
"1728","Educational Codeforces Round 135 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1662647700","79945726","1842.857142857143","135","2","9/8/2022"
"1726","Codeforces Round 819 (Div. 1 + Div. 2) and Grimoire of Code Annual Contest 2022","CF","FINISHED","false","8100","1662474900","80118526","2175","819","1","9/6/2022"
"1717","Codeforces Round 818 (Div. 2)","CF","FINISHED","false","7200","1662129300","80464126","1633.3333333333333","818","2","9/2/2022"
"1722","Codeforces Round 817 (Div. 4)","ICPC","FINISHED","false","8100","1661871000","80722426","1185.7142857142858","817","4","8/30/2022"
"1721","Educational Codeforces Round 134 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1661610900","80982526","1666.6666666666667","134","2","8/27/2022"
"1715","Codeforces Round 816 (Div. 2)","CF","FINISHED","false","8100","1661006100","81587326","1750","816","2","8/20/2022"
"1720","Codeforces Round 815 (Div. 2)","CF","FINISHED","false","7200","1660829700","81763726","1633.3333333333333","815","2","8/18/2022"
"1718","Codeforces Round 814 (Div. 1)","CF","FINISHED","false","7200","1660660500","81932926","2600","814","1","8/16/2022"
"1712","Codeforces Round 813 (Div. 2)","CF","FINISHED","false","8100","1660401300","82192126","1814.2857142857142","813","2","8/13/2022"
"1713","Codeforces Round 812 (Div. 2)","CF","FINISHED","false","7200","1659796500","82796926","1683.3333333333333","812","2","8/6/2022"
"1716","Educational Codeforces Round 133 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1659623700","82969726","1766.6666666666667","133","2","8/4/2022"
"1714","Codeforces Round 811 (Div. 3)","ICPC","FINISHED","false","8100","1659364500","83228926","1300","811","3","8/1/2022"
"1710","Codeforces Round 810 (Div. 1)","CF","FINISHED","false","7200","1658673300","83920126","2380","810","1","7/24/2022"
"1709","Educational Codeforces Round 132 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1658414100","84179326","1683.3333333333333","132","2","7/21/2022"
"1706","Codeforces Round 809 (Div. 2)","CF","FINISHED","false","7200","1658154900","84438526","1616.6666666666667","809","2","7/18/2022"
"1707","Codeforces Round 808 (Div. 1)","CF","FINISHED","false","7200","1657982100","84611326","2650","808","1","7/16/2022"
"1705","Codeforces Round 807 (Div. 2)","CF","FINISHED","false","8100","1657892100","84701326","1683.3333333333333","807","2","7/15/2022"
"1703","Codeforces Round 806 (Div. 4)","ICPC","FINISHED","false","8100","1657636500","84956926","1085.7142857142858","806","4","7/12/2022"
"1702","Codeforces Round 805 (Div. 3)","ICPC","FINISHED","false","8100","1657463700","85129726","1362.5","805","3","7/10/2022"
"1701","Educational Codeforces Round 131 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1657290900","85302526","1650","131","2","7/8/2022"
"1699","Codeforces Round 804 (Div. 2)","CF","FINISHED","false","7200","1656945300","85648126","1660","804","2","7/4/2022"
"1698","Codeforces Round 803 (Div. 2)","CF","FINISHED","false","8100","1656426900","86166526","1785.7142857142858","803","2","6/28/2022"
"1700","Codeforces Round 802 (Div. 2)","CF","FINISHED","false","7200","1655629500","86963926","1783.3333333333333","802","2","6/19/2022"
"1695","Codeforces Round 801 (Div. 2) and EPIC Institute of Technology Round","CF","FINISHED","false","7200","1655562900","87030526","1783.3333333333333","801","2","6/18/2022"
"1693","Codeforces Round 800 (Div. 1)","CF","FINISHED","false","7200","1655390100","87203326","2483.3333333333335","800","1","6/16/2022"
"1692","Codeforces Round 799 (Div. 4)","ICPC","FINISHED","false","8100","1655217300","87376126","1137.5","799","4","6/14/2022"
"1697","Educational Codeforces Round 130 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1655044500","87548926","1700","130","2","6/12/2022"
"1689","Codeforces Round 798 (Div. 2)","CF","FINISHED","false","7200","1654878900","87714526","1540","798","2","6/10/2022"
"1690","Codeforces Round 797 (Div. 3)","ICPC","FINISHED","false","8100","1654612500","87980926","1228.5714285714287","797","3","6/7/2022"
"1687","Codeforces Round 796 (Div. 1)","CF","FINISHED","false","7200","1654266900","88326526","2616.6666666666665","796","1","6/3/2022"
"1691","CodeCraft-22 and Codeforces Round 795 (Div. 2)","CF","FINISHED","false","7200","1654007700","88585726","1633.3333333333333","795","2","5/31/2022"
"1685","Codeforces Round 794 (Div. 1)","CF","FINISHED","false","8100","1653500100","89093326","2583.3333333333335","794","1","5/25/2022"
"1681","Educational Codeforces Round 129 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1653316500","89276926","1566.6666666666667","129","2","5/23/2022"
"1682","Codeforces Round 793 (Div. 2)","CF","FINISHED","false","7200","1653230100","89363326","1783.3333333333333","793","2","5/22/2022"
"1684","Codeforces Round 792 (Div. 1 + Div. 2)","CF","FINISHED","false","7200","1652970900","89622526","1950","792","1","5/19/2022"
"1679","Codeforces Round 791 (Div. 2)","CF","FINISHED","false","7200","1652520900","90072526","1733.3333333333333","791","2","5/14/2022"
"1680","Educational Codeforces Round 128 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1652452500","90140926","1700","128","2","5/13/2022"
"1676","Codeforces Round 790 (Div. 4)","ICPC","FINISHED","false","7200","1652193900","90399526","1111.111111111111","790","4","5/10/2022"
"1677","Codeforces Round 789 (Div. 1)","CF","FINISHED","false","7200","1652020500","90572926","2350","789","1","5/8/2022"
"1670","Codeforces Round 788 (Div. 2)","CF","FINISHED","false","7200","1651847700","90745726","1600","788","2","5/6/2022"
"1675","Codeforces Round 787 (Div. 3)","ICPC","FINISHED","false","8100","1651761300","90832126","1385.7142857142858","787","3","5/5/2022"
"1674","Codeforces Round 786 (Div. 3)","ICPC","FINISHED","false","7200","1651502100","91091326","1371.4285714285713","786","3","5/2/2022"
"1673","Codeforces Round 785 (Div. 2)","CF","FINISHED","false","7200","1651329300","91264126","1700","785","2","4/30/2022"
"1671","Educational Codeforces Round 127 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1650638100","91955326","1566.6666666666667","127","2","4/22/2022"
"1669","Codeforces Round 784 (Div. 4)","ICPC","FINISHED","false","7200","1650551700","92041726","1037.5","784","4","4/21/2022"
"1667","Codeforces Round 783 (Div. 1)","CF","FINISHED","false","7200","1650378900","92214526","2533.3333333333335","783","1","4/19/2022"
"1659","Codeforces Round 782 (Div. 2)","CF","FINISHED","false","8100","1650206100","92387326","1816.6666666666667","782","2","4/17/2022"
"1661","Educational Codeforces Round 126 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1649514900","93078526","1800","126","2","4/9/2022"
"1665","Codeforces Round 781 (Div. 2)","CF","FINISHED","false","7200","1649428500","93164926","1560","781","2","4/8/2022"
"1660","Codeforces Round 780 (Div. 3)","ICPC","FINISHED","false","8100","1648737300","93856126","1414.2857142857142","780","3","3/31/2022"
"1658","Codeforces Round 779 (Div. 2)","CF","FINISHED","false","7200","1648391700","94201726","1771.4285714285713","779","2","3/27/2022"
"1657","Educational Codeforces Round 125 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1647960300","94633126","1600","125","2","3/22/2022"
"1647","Codeforces Round 777 (Div. 2)","CF","FINISHED","false","7200","1647009300","95584126","1800","777","2","3/11/2022"
"1651","Educational Codeforces Round 124 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1646922900","95670526","1766.6666666666667","124","2","3/10/2022"
"1650","Codeforces Round 776 (Div. 3)","ICPC","FINISHED","false","8100","1646750100","95843326","1485.7142857142858","776","3","3/8/2022"
"1648","Codeforces Round 775 (Div. 1, based on Moscow Open Olympiad in Informatics)","CF","FINISHED","false","8100","1646560500","96032926","2433.3333333333335","775","1","3/6/2022"
"1646","Codeforces Round 774 (Div. 2)","CF","FINISHED","false","7200","1646408100","96185326","1700","774","2","3/4/2022"
"1641","Codeforces Round 773 (Div. 1)","CF","FINISHED","false","7200","1645611000","96982426","2483.3333333333335","773","1","2/23/2022"
"1644","Educational Codeforces Round 123 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1645540500","97052926","1583.3333333333333","123","2","2/22/2022"
"1635","Codeforces Round 772 (Div. 2)","CF","FINISHED","false","7200","1645367700","97225726","1600","772","2","2/20/2022"
"1638","Codeforces Round 771 (Div. 2)","CF","FINISHED","false","7200","1644849300","97744126","1800","771","2","2/14/2022"
"1634","Codeforces Round 770 (Div. 2)","CF","FINISHED","false","9000","1644158100","98435326","1716.6666666666667","770","2","2/6/2022"
"1633","Educational Codeforces Round 122 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1643639700","98953726","1583.3333333333333","122","2","1/31/2022"
"1632","Codeforces Round 769 (Div. 2)","CF","FINISHED","false","7200","1643553300","99040126","1750","769","2","1/30/2022"
"1630","Codeforces Round 768 (Div. 1)","CF","FINISHED","false","7200","1643294100","99299326","2366.6666666666665","768","1","1/27/2022"
"1628","Codeforces Round 767 (Div. 1)","CF","FINISHED","false","7200","1642862100","99731326","2357.1428571428573","767","1","1/22/2022"
"1626","Educational Codeforces Round 121 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1642343700","100249726","1816.6666666666667","121","2","1/16/2022"
"1627","Codeforces Round 766 (Div. 2)","CF","FINISHED","false","7200","1642257300","100336126","1716.6666666666667","766","2","1/15/2022"
"1625","Codeforces Round 765 (Div. 2)","CF","FINISHED","false","7200","1641989100","100604326","1866.6666666666667","765","2","1/12/2022"
"1624","Codeforces Round 764 (Div. 3)","ICPC","FINISHED","false","8100","1641825300","100768126","1442.857142857143","764","3","1/10/2022"
"1623","Codeforces Round 763 (Div. 2)","CF","FINISHED","false","7200","1640698500","101894926","1660","763","2","12/28/2021"
"1622","Educational Codeforces Round 120 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1640615700","101977726","1750","120","2","12/27/2021"
"1619","Codeforces Round 762 (Div. 3)","ICPC","FINISHED","false","8100","1640010900","102582526","1587.5","762","3","12/20/2021"
"1620","Educational Codeforces Round 119 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1639841700","102751726","1814.2857142857142","119","2","12/18/2021"
"1617","Codeforces Round 761 (Div. 2)","CF","FINISHED","false","7200","1639661700","102931726","1650","761","2","12/16/2021"
"1618","Codeforces Round 760 (Div. 3)","ICPC","FINISHED","false","8100","1639492500","103100926","1414.2857142857142","760","3","12/14/2021"
"1608","Codeforces Round 758 (Div.1 + Div. 2)","CF","FINISHED","false","7200","1639217100","103376326","2228.5714285714284","758","2","12/11/2021"
"1613","Educational Codeforces Round 118 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1638369300","104224126","1600","118","2","12/1/2021"
"1614","Codeforces Round 757 (Div. 2)","CF","FINISHED","false","7200","1637925300","104668126","1716.6666666666667","757","2","11/26/2021"
"1611","Codeforces Round 756 (Div. 3)","ICPC","FINISHED","false","8100","1637850900","104742526","1500","756","3","11/25/2021"
"1612","Educational Codeforces Round 117 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1637573700","105019726","1700","117","2","11/22/2021"
"1605","Codeforces Round 754 (Div. 2)","CF","FINISHED","false","7200","1636727700","105865726","1766.6666666666667","754","2","11/12/2021"
"1607","Codeforces Round 753 (Div. 3)","ICPC","FINISHED","false","7200","1635863700","106729726","1537.5","753","3","11/2/2021"
"1603","Codeforces Round 752 (Div. 1)","CF","FINISHED","false","7200","1635604500","106988926","2350","752","1","10/30/2021"
"1606","Educational Codeforces Round 116 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1635518100","107075326","1783.3333333333333","116","2","10/29/2021"
"1601","Codeforces Round 751 (Div. 1)","CF","FINISHED","false","7200","1635143700","107449726","2416.6666666666665","751","1","10/25/2021"
"1582","Codeforces Round 750 (Div. 2)","CF","FINISHED","false","9000","1635069900","107523526","1662.5","750","2","10/24/2021"
"1593","Codeforces Round 748 (Div. 3)","ICPC","FINISHED","false","8100","1634135700","108457726","1450","748","3","10/13/2021"
"1598","Educational Codeforces Round 115 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1633856700","108736726","1771.4285714285713","115","2","10/10/2021"
"1594","Codeforces Round 747 (Div. 2)","CF","FINISHED","false","8100","1633705500","108887926","1542.857142857143","747","2","10/8/2021"
"1592","Codeforces Round 746 (Div. 2)","CF","FINISHED","false","7200","1633271700","109321726","1971.4285714285713","746","2","10/3/2021"
"1580","Codeforces Round 745 (Div. 1)","CF","FINISHED","false","7200","1632996900","109596526","2683.3333333333335","745","1","9/30/2021"
"1579","Codeforces Round 744 (Div. 3)","ICPC","FINISHED","false","8100","1632839700","109753726","1425","744","3","9/28/2021"
"1574","Educational Codeforces Round 114 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1632148500","110444926","1733.3333333333333","114","2","9/20/2021"
"1572","Codeforces Round 743 (Div. 1)","CF","FINISHED","false","7200","1631975700","110617726","2700","743","1","9/18/2021"
"1569","Educational Codeforces Round 113 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1631111700","111481726","1800","113","2","9/8/2021"
"1567","Codeforces Round 742 (Div. 2)","CF","FINISHED","false","7200","1630852500","111740926","1716.6666666666667","742","2","9/5/2021"
"1562","Codeforces Round 741 (Div. 2)","CF","FINISHED","false","8100","1629988500","112604926","1800","741","2","8/26/2021"
"1558","Codeforces Round 740 (Div. 1, based on VK Cup 2021 - Final (Engine))","CF","FINISHED","false","9000","1629815700","112777726","2350","740","1","8/24/2021"
"1560","Codeforces Round 739 (Div. 3)","ICPC","FINISHED","false","8100","1629297300","113296126","1357.142857142857","739","3","8/18/2021"
"1559","Codeforces Round 738 (Div. 2)","CF","FINISHED","false","8100","1629038100","113555326","1516.6666666666667","738","2","8/15/2021"
"1557","Codeforces Round 737 (Div. 2)","CF","FINISHED","false","7200","1628519700","114073726","1720","737","2","8/9/2021"
"1548","Codeforces Round 736 (Div. 1)","CF","FINISHED","false","8700","1627828500","114764926","2450","736","1","8/1/2021"
"1555","Educational Codeforces Round 112 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1627655700","114937726","1650","112","2","7/30/2021"
"1554","Codeforces Round 735 (Div. 2)","CF","FINISHED","false","7200","1627569300","115024126","1740","735","2","7/29/2021"
"1551","Codeforces Round 734 (Div. 3)","ICPC","FINISHED","false","7200","1627050900","115542526","1562.5","734","3","7/23/2021"
"1530","Codeforces Round 733 (Div. 1 + Div. 2, based on VK Cup 2021 - Elimination (Engine))","CF","FINISHED","false","10800","1626532500","116060926","1975","733","1","7/17/2021"
"1550","Educational Codeforces Round 111 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1626273300","116320126","1833.3333333333333","111","2","7/14/2021"
"1545","Codeforces Round 732 (Div. 1)","CF","FINISHED","false","9000","1626012300","116581126","2814.285714285714","732","1","7/11/2021"
"1547","Codeforces Round 731 (Div. 3)","ICPC","FINISHED","false","8100","1625927700","116665726","1357.142857142857","731","3","7/10/2021"
"1543","Codeforces Round 730 (Div. 2)","CF","FINISHED","false","8100","1625668500","116924926","1716.6666666666667","730","2","7/7/2021"
"1542","Codeforces Round 729 (Div. 2)","CF","FINISHED","false","7200","1625317500","117275926","1866.6666666666667","729","2","7/3/2021"
"1540","Codeforces Round 728 (Div. 1)","CF","FINISHED","false","8100","1624635300","117958126","2666.6666666666665","728","1","6/25/2021"
"1539","Codeforces Round 727 (Div. 2)","CF","FINISHED","false","7200","1624183500","118409926","1616.6666666666667","727","2","6/20/2021"
"1537","Codeforces Round 726 (Div. 2)","CF","FINISHED","false","7200","1624026900","118566526","1514.2857142857142","726","2","6/18/2021"
"1538","Codeforces Round 725 (Div. 3)","ICPC","FINISHED","false","8100","1623335700","119257726","1471.4285714285713","725","3","6/10/2021"
"1536","Codeforces Round 724 (Div. 2)","CF","FINISHED","false","7200","1622990100","119603326","1733.3333333333333","724","2","6/6/2021"
"1535","Educational Codeforces Round 110 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1622817300","119776126","1683.3333333333333","110","2","6/4/2021"
"1526","Codeforces Round 723 (Div. 2)","CF","FINISHED","false","9000","1622210700","120382726","1842.857142857143","723","2","5/28/2021"
"1528","Codeforces Round 722 (Div. 1)","CF","FINISHED","false","8100","1621866900","120726526","2383.3333333333335","722","1","5/24/2021"
"1527","Codeforces Round 721 (Div. 2)","CF","FINISHED","false","7200","1621521300","121072126","1733.3333333333333","721","2","5/20/2021"
"1525","Educational Codeforces Round 109 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1621152000","121441426","1733.3333333333333","109","2","5/16/2021"
"1521","Codeforces Round 720 (Div. 2)","CF","FINISHED","false","8100","1620398100","122195326","1900","720","2","5/7/2021"
"1520","Codeforces Round 719 (Div. 3)","ICPC","FINISHED","false","7200","1620225300","122368126","1400","719","3","5/5/2021"
"1519","Educational Codeforces Round 108 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1619706900","122886526","1750","108","2","4/29/2021"
"1517","Contest 2050 and Codeforces Round 718 (Div. 1 + Div. 2)","CF","FINISHED","false","9900","1619188500","123404926","2212.5","718","1","4/23/2021"
"1516","Codeforces Round 717 (Div. 2)","CF","FINISHED","false","7200","1619012100","123581326","1720","717","2","4/21/2021"
"1514","Codeforces Round 716 (Div. 2)","CF","FINISHED","false","8100","1618839300","123754126","1660","716","2","4/19/2021"
"1508","Codeforces Round 715 (Div. 1)","CF","FINISHED","false","8100","1618583700","124009726","2633.3333333333335","715","1","4/16/2021"
"1511","Educational Codeforces Round 107 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1618238100","124355326","1728.5714285714287","107","2","4/12/2021"
"1513","Divide by Zero 2021 and Codeforces Round 714 (Div. 2)","CF","FINISHED","false","7200","1618151700","124441726","1766.6666666666667","714","2","4/11/2021"
"1512","Codeforces Round 713 (Div. 3)","ICPC","FINISHED","false","7200","1618065300","124528126","1314.2857142857142","713","3","4/10/2021"
"1503","Codeforces Round 712 (Div. 1)","CF","FINISHED","false","8100","1617460500","125132926","2450","712","1","4/3/2021"
"1498","CodeCraft-21 and Codeforces Round 711 (Div. 2)","CF","FINISHED","false","7200","1617028500","125564926","1766.6666666666667","711","2","3/29/2021"
"1506","Codeforces Round 710 (Div. 3)","ICPC","FINISHED","false","7200","1616682900","125910526","1400","710","3","3/25/2021"
"1499","Educational Codeforces Round 106 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1616079000","126514426","1900","106","2","3/18/2021"
"1497","Codeforces Round 708 (Div. 2)","CF","FINISHED","false","8100","1615991700","126601726","1642.857142857143","708","2","3/17/2021"
"1500","Codeforces Round 707 (Div. 1, based on Moscow Open Olympiad in Informatics)","CF","FINISHED","false","9000","1615626300","126967126","2716.6666666666665","707","1","3/13/2021"
"1495","Codeforces Round 706 (Div. 1)","CF","FINISHED","false","7200","1615377900","127215526","2416.6666666666665","706","1","3/10/2021"
"1493","Codeforces Round 705 (Div. 2)","CF","FINISHED","false","8100","1615039500","127553926","1900","705","2","3/6/2021"
"1494","Educational Codeforces Round 105 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1614696300","127897126","1966.6666666666667","105","2","3/2/2021"
"1492","Codeforces Round 704 (Div. 2)","CF","FINISHED","false","7200","1614071100","128522326","1560","704","2","2/23/2021"
"1486","Codeforces Round 703 (Div. 2)","CF","FINISHED","false","8100","1613658900","128934526","1828.5714285714287","703","2","2/18/2021"
"1490","Codeforces Round 702 (Div. 3)","ICPC","FINISHED","false","7200","1613486100","129107326","1271.4285714285713","702","3","2/16/2021"
"1487","Educational Codeforces Round 104 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1613399700","129193726","1800","104","2","2/15/2021"
"1485","Codeforces Round 701 (Div. 2)","CF","FINISHED","false","7200","1613141400","129452026","1833.3333333333333","701","2","2/12/2021"
"1479","Codeforces Round 700 (Div. 1)","CF","FINISHED","false","8100","1612708500","129884926","2433.3333333333335","700","1","2/7/2021"
"1481","Codeforces Round 699 (Div. 2)","CF","FINISHED","false","7200","1612535700","130057726","1850","699","2","2/5/2021"
"1476","Educational Codeforces Round 103 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1611930900","130662526","2000","103","2","1/29/2021"
"1477","Codeforces Round 698 (Div. 1)","CF","FINISHED","false","8100","1611844500","130748926","2583.3333333333335","698","1","1/28/2021"
"1475","Codeforces Round 697 (Div. 3)","ICPC","FINISHED","false","7200","1611586800","131006626","1485.7142857142858","697","3","1/25/2021"
"1474","Codeforces Round 696 (Div. 2)","CF","FINISHED","false","7200","1611066900","131526526","1866.6666666666667","696","2","1/19/2021"
"1473","Educational Codeforces Round 102 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1610634900","131958526","1842.857142857143","102","2","1/14/2021"
"1467","Codeforces Round 695 (Div. 2)","CF","FINISHED","false","7200","1610116500","132476926","1840","695","2","1/8/2021"
"1470","Codeforces Round 694 (Div. 1)","CF","FINISHED","false","7200","1609857300","132736126","2433.3333333333335","694","1","1/5/2021"
"1472","Codeforces Round 693 (Div. 3)","ICPC","FINISHED","false","7200","1609770900","132822526","1400","693","3","1/4/2021"
"1469","Educational Codeforces Round 101 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1609166100","133427326","1716.6666666666667","101","2","12/28/2020"
"1458","Codeforces Round 691 (Div. 1)","CF","FINISHED","false","7200","1608370500","134222926","2666.6666666666665","691","1","12/19/2020"
"1463","Educational Codeforces Round 100 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1608215700","134377726","1950","100","2","12/17/2020"
"1462","Codeforces Round 690 (Div. 3)","ICPC","FINISHED","false","7200","1608042900","134550526","1271.4285714285713","690","3","12/15/2020"
"1461","Codeforces Round 689 (Div. 2, based on Zed Code Competition)","CF","FINISHED","false","7200","1607697300","134896126","1700","689","2","12/11/2020"
"1453","Codeforces Round 688 (Div. 2)","CF","FINISHED","false","8100","1607087100","135506326","1800","688","2","12/4/2020"
"1455","Educational Codeforces Round 99 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1606746900","135846526","1828.5714285714287","99","2","11/30/2020"
"1454","Codeforces Round 686 (Div. 3)","ICPC","FINISHED","false","7200","1606228500","136364926","1366.6666666666667","686","3","11/24/2020"
"1451","Codeforces Round 685 (Div. 2)","CF","FINISHED","false","8100","1605969300","136624126","1685.7142857142858","685","2","11/21/2020"
"1452","Educational Codeforces Round 98 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1605796500","136796926","1814.2857142857142","98","2","11/19/2020"
"1439","Codeforces Round 684 (Div. 1)","CF","FINISHED","false","8100","1605623700","136969726","2533.3333333333335","684","1","11/17/2020"
"1446","Codeforces Round 683 (Div. 1, by Meet IT)","CF","FINISHED","false","9000","1605450900","137142526","2500","683","1","11/15/2020"
"1438","Codeforces Round 682 (Div. 2)","CF","FINISHED","false","7200","1605278100","137315326","1916.6666666666667","682","2","11/13/2020"
"1442","Codeforces Round 681 (Div. 1, based on VK Cup 2019-2020 - Final)","CF","FINISHED","false","7200","1604327700","138265726","2533.3333333333335","681","1","11/2/2020"
"1444","Codeforces Round 680 (Div. 1, based on Moscow Team Olympiad)","CF","FINISHED","false","7200","1604228700","138364726","2460","680","1","11/1/2020"
"1437","Educational Codeforces Round 97 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1603809300","138784126","1828.5714285714287","97","2","10/27/2020"
"1436","Codeforces Round 678 (Div. 2)","CF","FINISHED","false","7800","1603548300","139045126","1716.6666666666667","678","2","10/24/2020"
"1433","Codeforces Round 677 (Div. 3)","ICPC","FINISHED","false","7200","1603204500","139388926","1314.2857142857142","677","3","10/20/2020"
"1421","Codeforces Round 676 (Div. 2)","CF","FINISHED","false","7200","1603011900","139581526","1580","676","2","10/18/2020"
"1430","Educational Codeforces Round 96 (Rated for Div. 2)","ICPC","FINISHED","false","7200","1602407100","140186326","1642.857142857143","96","2","10/11/2020"
"1422","Codeforces Round 675 (Div. 2)","CF","FINISHED","false","7200","1601827500","140765926","1916.6666666666667","675","2","10/4/2020"
"1426","Codeforces Round 674 (Div. 3)","ICPC","FINISHED","false","7200","1601280300","141313126","1350","674","3","9/28/2020"
"1416","Codeforces Round 673 (Div. 1)","CF","FINISHED","false","7200","1601219100","141374326","2433.3333333333335","673","1","9/27/2020"
"1420","Codeforces Round 672 (Div. 2)","CF","FINISHED","false","7200","1600958100","141635326","1633.3333333333333","672","2","9/24/2020"
"1419","Codeforces Round 671 (Div. 2)","CF","FINISHED","false","7200","1600526100","142067326","1571.4285714285713","671","2","9/19/2020"
